1, 620,-6.75844,7.60714,7.28349,6.54267,0.0309096,0.00746095,-11276,12692,12152,10916,-232,-56
2, 621,-6.57624,7.739,7.48008,6.38204,0.0402358,0.017853,-10972,12912,12480,10648,-302,-134
3, 621,-6.7944,7.63112,7.23074,6.42999,0.0527596,0.0283783,-11336,12732,12064,10728,-396,-213
4, 622,-6.73687,7.52083,7.2667,6.57144,0.0614196,0.0346401,-11240,12548,12124,10964,-461,-260
5, 624,-6.82557,7.52803,7.29547,6.65056,0.0576891,0.0294441,-11388,12560,12172,11096,-433,-221
6, 622,-7.04614,7.47289,7.178,6.63857,0.0498285,0.0185191,-11756,12468,11976,11076,-374,-139
7, 625,-6.82557,7.44172,7.20917,6.6098,0.0414349,0.0167871,-11388,12416,12028,11028,-311,-126
8, 623,-6.97901,7.42973,7.0845,6.68652,0.0369051,0.0101256,-11644,12396,11820,11156,-277,-76
9, 624,-6.75365,7.46809,7.22115,6.57863,0.0329081,0.00253139,-11268,12460,12048,10976,-247,-19
10, 624,-6.93585,7.47049,7.21636,6.65535,0.021317,-0.00146554,-11572,12464,12040,11104,-160,11
11, 623,-6.88311,7.48487,7.16841,6.62658,0.0185191,-0.00866003,-11484,12488,11960,11056,-139,65
12, 623,-6.91667,7.50405,7.20437,6.60021,0.0117243,-0.014389,-11540,12520,12020,11012,-88,108
13, 624,-6.8951,7.47768,7.2715,6.69131,0.00985911,-0.0191853,-11504,12476,12132,11164,-74,144
14, 623,-6.84475,7.4561,7.1756,6.58103,0.00399694,-0.0217167,-11420,12440,11972,10980,-30,163
15, 623,-6.85434,7.4609,7.15163,6.65295,-0.00199847,-0.0286447,-11436,12448,11932,11100,15,215
16, 624,-6.83516,7.50166,7.14923,6.67933,-0.00239816,-0.0297106,-11404,12516,11928,11144,18,223
17, 622,-6.90469,7.53042,7.2715,6.57624,-0.00892649,-0.0321087,-11520,12564,12132,10972,67,241
18, 621,-6.78721,7.51364,7.28349,6.54986,-0.00519602,-0.0333078,-11324,12536,12152,10928,39,250
19, 621,-6.78002,7.61194,7.34822,6.50431,-0.00466309,-0.0345069,-11312,12700,12260,10852,35,259
20, 624,-6.77283,7.52803,7.25232,6.58822,-0.00199847,-0.0262466,-11300,12560,12100,10992,15,197
21, 623,-6.83756,7.63112,7.24033,6.6098,-0.000532925,-0.0251807,-11408,12732,12080,11028,4,189
22, 622,-6.84715,7.552,7.22355,6.58583,-0.000932619,-0.0281118,-11424,12600,12052,10988,7,211
23, 623,-6.82557,7.48248,7.24992,6.54986,-0.00586217,-0.03051,-11388,12484,12096,10928,44,229
24, 620,-6.82557,7.50885,7.18999,6.61699,-0.00439663,-0.0321087,-11388,12528,11996,11040,33,241
25, 621,-6.81358,7.48727,7.30267,6.53308,-0.0042634,-0.0330413,-11368,12492,12184,10900,32,248
26, 620,-6.86153,7.51844,7.24992,6.63138,-0.00812711,-0.0350398,-11448,12544,12096,11064,61,263
27, 620,-6.8951,7.48248,7.11566,6.62898,-0.0162542,-0.0458315,-11504,12484,11872,11060,122,344
28, 621,-6.87592,7.4633,7.19478,6.67453,-0.0234487,-0.051294,-11472,12452,12004,11136,176,385
29, 620,-6.83756,7.60235,7.27629,6.55706,-0.026513,-0.0523599,-11408,12684,12140,10940,199,393
30, 618,-6.78242,7.56878,7.32424,6.61699,-0.0269127,-0.054758,-11316,12628,12220,11040,202,411
31, 617,-6.82078,7.6479,7.31465,6.53068,-0.0263798,-0.049562,-11380,12760,12204,10896,198,372
32, 618,-6.7009,7.6479,7.41774,6.46116,-0.0162542,-0.0434334,-11180,12760,12376,10780,122,326
33, 620,-6.60261,7.6503,7.35062,6.48513,-0.00532925,-0.0267795,-11016,12764,12264,10820,40,201
34, 618,-6.64576,7.61913,7.33383,6.50911,0.00279786,-0.0233155,-11088,12712,12236,10860,-21,175
35, 619,-6.54507,7.71743,7.54721,6.42999,0.0134564,-0.0110582,-10920,12876,12592,10728,-101,83
36, 619,-6.65056,7.56639,7.33623,6.41321,0.0241149,-0.00226493,-11096,12624,12240,10700,-181,17
37, 618,-6.7081,7.71263,7.42494,6.46595,0.0355727,0.0119908,-11192,12868,12388,10788,-267,-90
38, 615,-6.78481,7.552,7.28588,6.50191,0.03917,0.0130567,-11320,12600,12156,10848,-294,-98
39, 619,-6.63138,7.68146,7.4609,6.45157,0.0494288,0.0287779,-11064,12816,12448,10764,-371,-216
40, 617,-6.74406,7.55919,7.34103,6.53788,0.0531593,0.0286447,-11252,12612,12248,10908,-399,-215
41, 620,-6.63857,7.67667,7.33863,6.6098,0.0607534,0.033441,-11076,12808,12244,11028,-456,-251
42, 621,-6.73926,7.53522,7.27629,6.5139,0.0611531,0.0365054,-11244,12572,12140,10868,-459,-274
43, 620,-6.77283,7.60954,7.23793,6.63377,0.0634181,0.0361057,-11300,12696,12076,11068,-476,-271
44, 621,-6.72488,7.56159,7.18279,6.60021,0.0608867,0.0327749,-11220,12616,11984,11012,-457,-246
45, 622,-6.95024,7.50166,7.18999,6.62658,0.057023,0.0321087,-11596,12516,11996,11056,-428,-241
46, 625,-6.84955,7.52323,7.14683,6.64576,0.0550245,0.028245,-11428,12552,11924,11088,-413,-212
47, 623,-6.88071,7.47768,7.11566,6.66734,0.0483629,0.0202511,-11480,12476,11872,11124,-363,-152
48, 622,-6.94305,7.38658,7.16122,6.60261,0.0346401,0.00945942,-11584,12324,11948,11016,-260,-71
49, 624,-6.83756,7.49446,7.11566,6.72488,0.0293109,0.00306432,-11408,12504,11872,11220,-220,-23
50, 623,-6.95743,7.4609,7.178,6.65056,0.0290444,0.000266462,-11608,12448,11976,11096,-218,-2
51, 622,-6.84715,7.48967,7.29308,6.57624,0.0183859,-0.00985911,-11424,12496,12168,10972,-138,74
52, 623,-6.84955,7.5544,7.31465,6.54267,0.0139893,-0.0102588,-11428,12604,12204,10916,-105,77
