3,-0.0117543,-6.73926,7.53762,0.606558,0.0207841,-0.0362531
4,-0.01496,-6.3245,7.99793,0.596968,0.0385038,-0.0374215
5,-0.01496,-6.3221,7.90203,0.62334,0.0683476,-0.0408596
6,-0.0138914,-6.55706,7.76777,0.628135,0.100856,-0.0421498
7,-0.0106857,-6.65775,7.64311,0.620942,0.116711,-0.0410952
8,-0.00961712,-6.73207,7.56159,0.525044,0.121374,-0.0387885
9,-0.00961712,-6.74166,7.51125,0.678481,0.117243,-0.0359918
10,-0.00961712,-6.8975,7.5544,0.712046,0.10925,-0.0329218
11,-0.00534284,-6.75844,7.48248,0.637725,0.110049,-0.0300286
12,-0.00427428,-6.97661,7.35301,0.654507,0.105119,-0.0265182
13,-0.00534284,-6.93346,7.4609,0.580186,0.0884655,-0.0227701
14,-0.00534284,-6.85914,7.48967,0.63293,0.0727443,-0.0203737
15,-0.00106857,-6.90948,7.44412,0.637725,0.0642175,-0.0183498
16,-0.00106857,-6.88791,7.41774,0.616147,0.0588882,-0.0162563
17,-0.00320571,-6.87592,7.47049,0.62334,0.0496953,-0.0146308
18,-0.00106857,-6.84475,7.51364,0.599365,0.0447657,-0.0136813
19,-0.00213714,-6.83516,7.5496,0.661699,0.0480965,-0.0132206
20,0,-6.74406,7.52083,0.553813,0.0550245,-0.0131287
21,0,-6.8903,7.42494,0.589775,0.0556907,-0.0124238
22,0.00106857,-6.87112,7.49926,0.620942,0.0546248,-0.0112776
23,0.00213714,-6.86873,7.48248,0.680879,0.0506279,-0.0105223
24,0.00106857,-6.93106,7.41055,0.556211,0.0439663,-0.00940104
25,0.00213714,-6.83276,7.48727,0.582583,0.0383706,-0.00858464
26,0.00213714,-6.92387,7.4585,0.59457,0.0326417,-0.00807776
27,0.00427428,-6.73207,7.54241,0.659302,0.0345069,-0.00816297
28,0.00427428,-6.81119,7.4561,0.58498,0.0318423,-0.00862558
29,0.00213714,-6.88311,7.48727,0.652109,0.0302435,-0.0083649
30,0.00320571,-6.92626,7.48248,0.48189,0.0285115,-0.00783116
31,0.00213714,-6.83037,7.51364,0.551416,0.0278453,-0.00762547
32,-0.00106857,-6.82078,7.44172,0.58498,0.032242,-0.00765618
33,0.00427428,-6.62418,7.59995,0.616147,0.0410352,-0.00861606
34,0.00427428,-6.80879,7.47289,0.59457,0.0450322,-0.00956444
35,0.00534284,-6.95983,7.40815,0.561006,0.0435666,-0.0086343
36,0.00534284,-6.96223,7.37219,0.565801,0.0295773,-0.00701518
37,0.00213714,-6.93106,7.41535,0.58498,0.0185191,-0.00579101
38,0.00427428,-6.75365,7.54001,0.580186,0.0165207,-0.0060012
39,0.00427428,-6.88071,7.47289,0.565801,0.0197182,-0.00654227
40,0.00427428,-6.82797,7.48487,0.525044,0.0159877,-0.00660121
41,0.00641141,-7.0821,7.29308,0.582583,0.00879326,-0.00544193
42,0.00534284,-6.9838,7.31945,0.661699,-0.00199847,-0.00341195
43,0.00641141,-6.97421,7.51364,0.565801,-0.0157213,-0.0027654
44,0.00427428,-7.02456,7.29068,0.676084,-0.0246478,-0.00205616
45,0.00427428,-6.88311,7.39856,0.606558,-0.0354395,-0.00145411
46,0.00320571,-6.90708,7.39617,0.628135,-0.0394364,-0.00172232
47,0.00213714,-6.69131,7.51125,0.601763,-0.0378377,-0.00300455
48,0,-6.67933,7.54001,0.788765,-0.0331746,-0.00538604
49,0,-6.86873,7.50166,0.556211,-0.0281118,-0.00684433
50,0.00106857,-6.85914,7.365,0.457915,-0.0279786,-0.00695296
51,-0.00213714,-6.83516,7.40336,0.608955,-0.0343737,-0.00688434
52,-0.00213714,-6.77043,7.65989,0.60416,-0.0362389,-0.00810023
53,-0.00106857,-6.84235,7.44412,0.561006,-0.0354395,-0.00931072
54,-0.00106857,-6.73926,7.49207,0.683276,-0.0329081,-0.00997521
55,-0.00320571,-6.83516,7.50885,0.546621,-0.0345069,-0.0108022
56,-0.00427428,-6.67693,7.56639,0.707251,-0.0298438,-0.0119892
57,-0.00320571,-6.73687,7.58796,0.668892,-0.0273124,-0.0136198
58,-0.00961712,-6.82557,7.4633,0.493877,-0.0225161,-0.0142144
59,-0.00320571,-6.58103,7.66948,0.666494,-0.0151884,-0.0154987
60,-0.00320571,-6.92147,7.51364,0.635327,-0.00919296,-0.0164258
61,-0.00534284,-6.76324,7.54481,0.520249,-0.0123905,-0.0162198
62,-0.00641141,-6.83276,7.45131,0.726431,-0.0257136,-0.0162204
63,-0.00747998,-6.91188,7.50405,0.539429,-0.0259801,-0.0156421
64,-0.00747998,-6.62418,7.57118,0.484287,-0.0234487,-0.0162194
65,-0.00747998,-6.66254,7.45371,0.61375,-0.0266462,-0.0174559
66,-0.00427428,-6.66734,7.60714,0.750405,-0.0229158,-0.0185308
67,-0.0117543,-6.87832,7.41295,0.580186,-0.0246478,-0.0186082
68,-0.00961712,-6.49472,7.69825,0.46271,-0.0209173,-0.0195665
69,-0.00854855,-6.77043,7.45371,0.757598,-0.0175865,-0.020905
70,-0.00747998,-6.68892,7.50885,0.680879,-0.0159877,-0.0208112
71,-0.00961712,-6.82317,7.5544,0.395581,-0.0233155,-0.0208876
72,-0.0106857,-6.85194,7.56399,0.611353,-0.0331746,-0.0206418
73,-0.0128228,-6.68412,7.59516,0.781572,-0.0278453,-0.0210553
74,-0.00961712,-6.57384,7.69585,0.510659,-0.0182527,-0.0227447
75,-0.0117543,-6.68412,7.5568,0.680879,-0.00732772,-0.0240559
76,-0.0128228,-6.78961,7.57118,0.525044,-0.00666156,-0.0240396
77,-0.0138914,-6.60021,7.64071,0.661699,-0.0063951,-0.024579
78,-0.0138914,-6.57863,7.68386,0.692866,-0.00159877,-0.0261366
79,-0.01496,-6.73926,7.62153,0.544224,0.00226493,-0.0269534
80,-0.0117543,-6.7081,7.58077,0.690469,0.00759418,-0.0268705
81,-0.0138914,-7.01737,7.43213,0.529839,0.00559571,-0.0252244
82,-0.0128228,-6.64336,7.61673,0.572993,-0.00133231,-0.0241182
83,-0.0138914,-6.86393,7.52323,0.795957,-0.014389,-0.0240267
84,-0.0106857,-6.56904,7.66708,0.647314,-0.010392,-0.0244073
85,-0.0138914,-6.86873,7.46569,0.455518,-0.0125237,-0.0245441
86,-0.01496,-6.55945,7.68386,0.680879,-0.0151884,-0.0247765
87,-0.0192342,-6.81598,7.61913,0.501069,-0.0175865,-0.0256756
88,-0.0170971,-6.45396,7.79415,0.726431,0.00413017,-0.0271116
89,-0.0138914,-6.63857,7.62632,0.700059,0.0171868,-0.0288906
90,-0.0170971,-6.76563,7.48248,0.59457,0.0253139,-0.0283272
91,-0.0170971,-6.7057,7.66708,0.426748,0.0211838,-0.0276867
92,-0.0160285,-6.6098,7.59995,0.721636,0.0186524,-0.028058
93,-0.0160285,-6.6074,7.67907,0.592173,0.0267795,-0.0287522
94,-0.0170971,-6.78002,7.52563,0.508262,0.0298438,-0.0284939
95,-0.01496,-6.68412,7.62153,0.671289,0.0345069,-0.0277739
96,-0.0160285,-6.81119,7.52803,0.714443,0.0319755,-0.0270112
97,-0.0138914,-6.69371,7.60714,0.445928,0.0218499,-0.026303
98,-0.0138914,-6.74406,7.56159,0.810342,0.0146554,-0.0260845
99,-0.01496,-6.88071,7.52083,0.664097,0.0147887,-0.0249982
100,-0.0160285,-6.85914,7.57118,0.551416,0.0127902,-0.0236536
101,-0.0160285,-6.68412,7.6503,0.738418,0.016121,-0.0235204
102,-0.0138914,-6.66015,7.72941,0.438735,0.0173201,-0.0245625
103,-0.0138914,-6.86153,7.51125,0.496274,0.0125237,-0.0244689
104,-0.0138914,-6.74406,7.61434,0.690469,0.0158545,-0.0237418
105,-0.01496,-6.85914,7.53522,0.690469,0.00746095,-0.0231919
106,-0.0128228,-6.66734,7.64311,0.575391,0.00919296,-0.0230853
107,-0.01496,-6.75604,7.57837,0.637725,0.00133231,-0.0235119
108,-0.01496,-6.5163,7.68386,0.580186,0.00759418,-0.0245701
109,-0.01496,-6.73926,7.66948,0.539429,0.0130567,-0.0258128
110,-0.0117543,-6.87112,7.53042,0.731226,0.00959265,-0.0251997
111,-0.01496,-6.90469,7.42733,0.556211,0.00759418,-0.0233367
112,-0.0128228,-6.82317,7.63591,0.515454,-0.00279786,-0.0222055
113,-0.0160285,-6.93825,7.48967,0.556211,-0.00799387,-0.0213395
114,-0.0170971,-6.75365,7.56878,0.620942,-0.00293109,-0.0205901
115,-0.0170971,-6.59062,7.61913,0.726431,0.010392,-0.0214461
116,-0.0170971,-6.66494,7.50166,0.335645,0.0179862,-0.022223
117,-0.0170971,-6.73447,7.65509,0.592173,0.0241149,-0.0224623
118,-0.0170971,-6.68892,7.62153,0.709648,0.0253139,-0.0229337
119,-0.0170971,-6.68172,7.58077,0.740815,0.0277121,-0.0232983
120,-0.0170971,-6.6098,7.53522,0.450723,0.0285115,-0.023625
121,-0.01496,-6.61699,7.71503,0.544224,0.0251807,-0.0245761
122,-0.0160285,-6.74885,7.44891,0.582583,0.0205176,-0.0247097
123,-0.0170971,-6.62898,7.72702,0.596968,0.0181194,-0.0248582
124,-0.0170971,-6.76563,7.54241,0.79356,0.0146554,-0.0252571
125,-0.01496,-6.67453,7.5544,0.479492,0.012124,-0.0249523
126,-0.0160285,-6.77762,7.59036,0.690469,0.00826034,-0.024815
127,-0.0170971,-6.62418,7.63591,0.515454,0.0107917,-0.0251291
128,-0.0128228,-6.81838,7.57118,0.719238,0.0110582,-0.0251982
129,-0.0160285,-6.83037,7.4561,0.644917,0.0146554,-0.0239538
130,-0.0170971,-6.86873,7.68146,0.592173,0.00812711,-0.0230101
131,-0.0138914,-6.68652,7.54241,0.652109,0.00746095,-0.022967
132,-0.01496,-6.63617,7.56399,0.719238,0.00999234,-0.023369
133,-0.01496,-7.01018,7.53282,0.541826,0.00133231,-0.0226116
134,-0.01496,-6.92626,7.48248,0.460313,-0.00572894,-0.0207315
135,-0.0170971,-6.77043,7.45371,0.683276,-0.0101256,-0.0196602
136,-0.0170971,-6.56665,7.71503,0.771982,-0.00506279,-0.0206712
137,-0.0160285,-6.7009,7.52803,0.589775,0.000666156,-0.0220138
138,-0.0160285,-6.63138,7.54001,0.712046,0.00519602,-0.022408
139,-0.0181657,-6.7057,7.68626,0.678481,-0.00226493,-0.0232529
140,-0.0181657,-6.52829,7.76298,0.63293,0.000799387,-0.0250932
141,-0.0170971,-6.47314,7.76777,0.716841,0.0123905,-0.0277661
142,-0.0181657,-6.66974,7.5568,0.640122,0.0175865,-0.0289661
143,-0.0170971,-6.50431,7.61913,0.652109,0.0166539,-0.0294652
144,-0.0181657,-6.65056,7.71263,0.616147,0.0203844,-0.030453
145,-0.0170971,-6.67213,7.57598,0.676084,0.0262466,-0.0305667
146,-0.0170971,-6.69611,7.58317,0.63293,0.0287779,-0.0300693
147,-0.0170971,-6.69131,7.60714,0.522646,0.0241149,-0.0296585
148,-0.0170971,-6.7081,7.552,0.565801,0.0159877,-0.0292082
149,-0.0170971,-6.66494,7.61913,0.467505,0.0115911,-0.0289908
150,-0.01496,-6.76563,7.57118,0.695264,0.0234487,-0.0286166
151,-0.0170971,-6.77043,7.52563,0.625737,0.016121,-0.0275933
152,-0.0181657,-6.69851,7.58557,0.445928,0.0127902,-0.0269989
153,-0.0160285,-6.52589,7.73421,0.695264,0.0189188,-0.0279599
154,-0.0170971,-6.72967,7.49926,0.59457,0.023049,-0.0284002
155,-0.0160285,-6.62179,7.49686,0.505864,0.0274456,-0.0276802
156,-0.01496,-6.74885,7.51844,0.407568,0.0223828,-0.0270251
157,-0.0170971,-6.57624,7.60714,0.649712,0.0201179,-0.0269746
158,-0.0170971,-6.53788,7.71503,0.767188,0.0210505,-0.0282932
159,-0.0224399,-6.76563,7.61673,0.525044,0.0221164,-0.0288363
160,-0.01496,-6.418,7.68866,0.479492,0.0365054,-0.0296078
161,-0.0160285,-6.76803,7.34103,0.719238,0.0337075,-0.0293688
162,-0.0138914,-6.69611,7.58077,0.587378,0.0341072,-0.0278332
163,-0.0170971,-7.10368,7.44651,0.60416,0.0163874,-0.0257153
164,-0.0138914,-6.66494,7.69585,0.644917,0.0166539,-0.0243478
165,-0.01496,-6.81119,7.52083,0.546621,0.0085268,-0.0243821
166,-0.0138914,-6.78242,7.6455,0.61375,0.00452986,-0.0239036
167,-0.01496,-6.68412,7.6503,0.553813,-0.00532925,-0.0243854
168,-0.0170971,-6.57624,7.70784,0.688071,-0.00159877,-0.02577
169,-0.0181657,-6.72488,7.57598,0.664097,0.00559571,-0.0265965
170,-0.0170971,-6.54747,7.59036,0.469902,0.0171868,-0.0269965
171,-0.0170971,-6.57624,7.65509,0.712046,0.0258469,-0.0280345
172,-0.01496,-6.59062,7.65989,0.575391,0.0286447,-0.028979
173,-0.0170971,-6.76563,7.58077,0.493877,0.0286447,-0.02892
174,-0.0170971,-6.605,7.65509,0.563403,0.0261133,-0.0288125
175,-0.0160285,-6.85194,7.47289,0.589775,0.0219832,-0.0281071
176,-0.0138914,-6.78481,7.51125,0.539429,0.0154548,-0.0264371
177,-0.0138914,-6.76084,7.56159,0.549019,0.00732772,-0.0255925
178,-0.01496,-6.67453,7.55919,0.589775,0,-0.0254402
179,-0.0170971,-6.61459,7.71743,0.546621,0.00133231,-0.0263285
180,-0.0160285,-6.67213,7.6503,0.664097,0.00799387,-0.0273853
181,-0.01496,-6.69371,7.6479,0.43394,0.0142557,-0.0277866
182,-0.0170971,-6.67453,7.53282,0.551416,0.019585,-0.0277205
